city_ch;date;district;area;xiaoqu;price;sale
烟台;20181019;福山;富豪;富豪21世纪;0;0
烟台;20181019;福山;富豪;汇福住宅楼;9368;2
烟台;20181019;福山;富豪;玉森住宅楼;9245;1
烟台;20181019;福山;芝阳;御花园;7828;17
烟台;20181019;福山;芝阳;水清木华芝阳城;7831;32
烟台;20181019;福山;芝阳;卫城润景;6573;22
烟台;20181019;福山;芝阳;义丰富丽新城;5625;8
烟台;20181019;福山;芝阳;金象泰紫薇花园;7099;0
烟台;20181019;福山;芝阳;君山水;8233;6
烟台;20181019;福山;芝阳;富丽阳光;0;0
烟台;20181019;福山;芝阳;福惠花园;7616;0
烟台;20181019;福山;芝阳;七栋洋房;0;0
烟台;20181019;福山;芝阳;通用一城山河;0;0
烟台;20181019;福山;芝阳;美航花园内公安局家属楼;7858;0
烟台;20181019;福山;芝阳;佳安花园;0;0
烟台;20181019;福山;芝阳;悦榕湾;0;0
烟台;20181019;福山;芝阳;曾家庄;0;0
烟台;20181019;福山;芝阳;农科所院内;0;1
烟台;20181019;福山;芝阳;御花园三期;0;0
烟台;20181019;福山;芝阳;东留公小区;0;0
烟台;20181019;福山;芝阳;林业局宿舍楼;9236;0
烟台;20181019;开发区;开发区周边;业达左岸慧谷;8694;5
烟台;20181019;开发区;开发区周边;海韵花园;0;0
烟台;20181019;开发区;开发区周边;业达E空间;0;0
烟台;20181019;开发区;开发区周边;通用富馨佳苑;8136;7
烟台;20181019;开发区;开发区周边;金凤小区;0;0
烟台;20181019;开发区;开发区周边;佰和锦园;0;0
烟台;20181019;开发区;开发区周边;海信波尔多小镇;0;0
烟台;20181019;开发区;开发区周边;业达科技园;0;0
烟台;20181019;开发区;开发区周边;盛福花园;0;0
烟台;20181019;开发区;开发区周边;业达江山;0;0
烟台;20181019;开发区;开发区周边;富康小区;0;0
烟台;20181019;开发区;开发区周边;启迪慧苑（重盘，与业达左岸慧谷重复）;0;0
烟台;20181019;开发区;开发区周边;中节能朗庭;0;0
烟台;20181019;芝罘;解放路;世茂广场;17120;37
烟台;20181019;芝罘;解放路;民生街;19145;24
烟台;20181019;芝罘;解放路;周乐街;23400;14
烟台;20181019;芝罘;解放路;天鸿凯旋城;20677;20
烟台;20181019;芝罘;解放路;大兴街;21551;19
烟台;20181019;芝罘;解放路;东兴街;21963;37
烟台;20181019;芝罘;解放路;芝罘里;19925;14
烟台;20181019;芝罘;解放路;东沟路;21317;38
烟台;20181019;芝罘;解放路;中兴街;20032;25
烟台;20181019;芝罘;解放路;市府街;21495;11
烟台;20181019;芝罘;解放路;三马路;21431;24
烟台;20181019;芝罘;解放路;大马路;14445;6
烟台;20181019;芝罘;解放路;厚安街;18829;19
烟台;20181019;芝罘;解放路;解放路;13182;13
烟台;20181019;芝罘;解放路;虹口大厦;11583;6
烟台;20181019;芝罘;解放路;天相里;20273;2
烟台;20181019;芝罘;解放路;壹通国际;0;0
烟台;20181019;芝罘;解放路;南海大院;0;0
烟台;20181019;福山;北五路;君悦湾;0;0
烟台;20181019;福山;北五路;第一国际新区;0;0
烟台;20181019;福山;北五路;福瑞福海门;7572;1
烟台;20181019;福山;北五路;天业·盛世景苑;0;0
烟台;20181019;福山;振华;清洋苑;5704;7
烟台;20181019;福山;振华;世嘉锦庭;9551;7
烟台;20181019;福山;振华;东方明珠花园;9091;4
烟台;20181019;福山;振华;云上苑;8789;4
烟台;20181019;福山;振华;玲珑湾小区;8483;0
烟台;20181019;福山;振华;康庄小区;7825;8
烟台;20181019;福山;振华;永乐公寓;7966;11
烟台;20181019;福山;振华;阳光水景;5548;3
烟台;20181019;福山;振华;恒生2号小区;5718;2
烟台;20181019;福山;振华;福山医院南山家属楼;7746;2
烟台;20181019;福山;振华;恒生3号小区;7922;3
烟台;20181019;福山;振华;平安里小区;6528;1
烟台;20181019;福山;振华;缇香名苑;8555;0
烟台;20181019;福山;振华;城里街小区;6295;1
烟台;20181019;福山;振华;南苑街自来水家属楼;6619;0
烟台;20181019;福山;振华;三元小区;7009;4
烟台;20181019;福山;振华;新东花园;6185;0
烟台;20181019;福山;振华;隆源小区;0;0
烟台;20181019;福山;振华;西关1号小区;0;0
烟台;20181019;福山;振华;迎宾里;0;0
烟台;20181019;福山;振华;鑫汇小区;0;0
烟台;20181019;福山;振华;南山路自来水家属楼;6199;1
烟台;20181019;福山;振华;南关居民区;0;0
烟台;20181019;福山;振华;邮政局家属楼;0;0
烟台;20181019;福山;振华;南苑街房管处住宅楼;6613;0
烟台;20181019;福山;振华;地税局家属楼;7635;0
烟台;20181019;福山;振华;房管局家属楼;0;1
烟台;20181019;福山;振华;鑫汇小区;0;0
烟台;20181019;福山;振华;南山路自来水家属楼;6199;1
烟台;20181019;福山;振华;府右路商铺;0;0
烟台;20181019;开发区;高级中学;海信慧园西区;15531;32
烟台;20181019;开发区;高级中学;北方月光兰庭;14468;19
烟台;20181019;开发区;高级中学;海信慧园;13809;14
烟台;20181019;开发区;高级中学;立雪佳苑;11841;12
烟台;20181019;开发区;高级中学;海天花园;16311;4
烟台;20181019;开发区;高级中学;佰和悦府;0;0
烟台;20181019;开发区;高级中学;中粮朗云;0;2
烟台;20181019;开发区;高级中学;蜜橙;10761;8
烟台;20181019;开发区;高级中学;香橙;0;1
烟台;20181019;开发区;高级中学;富饶世家;0;0
烟台;20181019;莱山;二马路;福山路;26790;36
烟台;20181019;莱山;二马路;四马路;17543;76
烟台;20181019;莱山;二马路;葡萄山南路;24457;26
烟台;20181019;莱山;二马路;南沟街;23350;69
烟台;20181019;莱山;二马路;葡萄山里;24410;8
烟台;20181019;莱山;二马路;北环山里;25552;25
烟台;20181019;莱山;二马路;静海山庄;23904;4
烟台;20181019;莱山;二马路;二马路;22894;52
烟台;20181019;莱山;二马路;金沟寨一街;23380;8
烟台;20181019;莱山;二马路;金沟寨五街;24827;18
烟台;20181019;莱山;二马路;南山路;23784;16
烟台;20181019;莱山;二马路;桑园路;22924;10
烟台;20181019;莱山;二马路;同合里;22349;8
烟台;20181019;莱山;二马路;三马路东;26074;13
烟台;20181019;莱山;二马路;金沟寨路;22436;12
烟台;20181019;莱山;二马路;迎山路;18394;34
烟台;20181019;莱山;二马路;金沟寨四街;23624;14
烟台;20181019;莱山;二马路;进德路;26103;12
烟台;20181019;莱山;二马路;双合里;20785;8
烟台;20181019;莱山;二马路;东山里;23421;7
烟台;20181019;莱山;二马路;金沟寨二街;23638;13
烟台;20181019;莱山;二马路;长生西路;24357;13
烟台;20181019;莱山;二马路;东山名郡;0;0
烟台;20181019;莱山;二马路;魁星苑;19981;10
烟台;20181019;莱山;二马路;金沟寨三街;25744;4
烟台;20181019;莱山;二马路;金沟寨中心花园;24376;5
烟台;20181019;莱山;二马路;东海里西;23260;2
烟台;20181019;莱山;二马路;东海山庄;13640;0
烟台;20181019;莱山;二马路;金沟寨小区;0;0
烟台;20181019;莱山;二马路;葡萄山路;0;0
烟台;20181019;莱山;二马路;闻海公寓;14053;7
烟台;20181019;莱山;二马路;山海佳苑;0;0
烟台;20181019;莱山;二马路;和合胡同;11521;4
烟台;20181019;莱山;二马路;光上滨海国际公馆;10676;0
烟台;20181019;莱山;二马路;华侨新村;0;0
烟台;20181019;莱山;二马路;北环山路;0;0
烟台;20181019;莱山;二马路;滨海西路2号;0;0
烟台;20181019;莱山;二马路;传染病医院宿舍楼;0;0
烟台;20181019;莱山;二马路;丰汇大厦;0;0
烟台;20181019;莱山;二马路;迎宾路56号;0;0
烟台;20181019;莱山;迎春大街;祥隆天合城;14294;48
烟台;20181019;莱山;迎春大街;绿色家园;12636;147
烟台;20181019;莱山;迎春大街;万光府前花园;13159;45
烟台;20181019;莱山;迎春大街;四季花城;17610;41
烟台;20181019;莱山;迎春大街;凤凰小区;13144;13
烟台;20181019;莱山;迎春大街;凤凰新区;13354;6
烟台;20181019;莱山;迎春大街;曹家花园小区;11866;7
烟台;20181019;莱山;迎春大街;福道家园;11320;4
烟台;20181019;莱山;迎春大街;凤凰新城;14767;1
烟台;20181019;莱山;迎春大街;初家小区;12709;4
烟台;20181019;莱山;迎春大街;飞龙小区;12843;3
烟台;20181019;莱山;迎春大街;万光中央公园;0;0
烟台;20181019;莱山;迎春大街;益丰小区;12226;8
烟台;20181019;莱山;迎春大街;飞龙河东新城;16943;4
烟台;20181019;莱山;迎春大街;晨光小区;11579;5
烟台;20181019;莱山;迎春大街;泉鑫大厦;9787;1
烟台;20181019;莱山;迎春大街;河东小区;12949;1
烟台;20181019;莱山;迎春大街;五彩都会;0;1
烟台;20181019;莱山;迎春大街;万光中华城;0;0
烟台;20181019;莱山;迎春大街;莱山宝龙城市广场;11340;8
烟台;20181019;莱山;迎春大街;芳华园购物中心住宅楼;9135;0
烟台;20181019;莱山;迎春大街;迎春佳苑;0;0
烟台;20181019;莱山;迎春大街;清华园;13621;0
烟台;20181019;莱山;迎春大街;新天地都市广场;0;0
烟台;20181019;莱山;迎春大街;益丰御祥大厦;13705;2
烟台;20181019;莱山;迎春大街;花都小区;0;0
烟台;20181019;莱山;迎春大街;城市花园;0;0
烟台;20181019;莱山;迎春大街;午台小区;0;0
烟台;20181019;莱山;迎春大街;观海大厦;0;0
烟台;20181019;莱山;迎春大街;烟台中诚大厦;0;0
烟台;20181019;莱山;迎春大街;宋家庄小区;0;0
烟台;20181019;莱山;迎春大街;天和大厦;8646;0
烟台;20181019;莱山;迎春大街;西南街;0;0
烟台;20181019;莱山;迎春大街;飞龙天润大厦;0;0
烟台;20181019;莱山;迎春大街;宏远小区;0;0
烟台;20181019;莱山;迎春大街;润华大厦;0;0
烟台;20181019;莱山;迎春大街;金融国际大厦;0;0
烟台;20181019;莱山;迎春大街;万光福园;0;0
烟台;20181019;莱山;迎春大街;大庄青年楼;0;0
烟台;20181019;莱山;迎春大街;宏远二区;0;0
烟台;20181019;莱山;迎春大街;大庄村;0;0
烟台;20181019;莱山;迎春大街;初家青年楼;0;0
烟台;20181019;莱山;迎春大街;中科院海岸带所家属楼;0;0
烟台;20181019;莱山;迎春大街;梨花园;0;0
烟台;20181019;莱山;迎春大街;科技创业大厦;0;0
烟台;20181019;莱山;迎春大街;正大隆泰大厦;0;0
烟台;20181019;莱山;迎春大街;悦海中心;0;0
烟台;20181019;高新区;东泊子;中海银海熙岸;14374;29
烟台;20181019;高新区;东泊子;马山寨海景豪庭;9889;6
烟台;20181019;高新区;东泊子;容大东海岸;0;2
烟台;20181019;高新区;东泊子;烟台北航科技园;0;0
烟台;20181019;高新区;东泊子;马山寨海景酒店;0;0
烟台;20181019;高新区;东泊子;航天小区;0;0
烟台;20181019;福山;万科;万科假日风景;10785;48
烟台;20181019;福山;万科;万科假日润园;10179;21
烟台;20181019;福山;万科;万科城市之光;0;0
烟台;20181019;福山;万科;福利莱万和城;8596;25
烟台;20181019;福山;万科;映雪佳苑;8824;8
烟台;20181019;福山;万科;五洲国际工业博览城;5721;24
烟台;20181019;福山;万科;UN未来城;7943;1
烟台;20181019;福山;万科;豪德公馆;0;0
烟台;20181019;福山;万科;玫瑰园;0;0
烟台;20181019;福山;万科;中梁首府壹号;0;0
烟台;20181019;福山;万科;宏锦万花城;8365;0
烟台;20181019;福山;万科;香缇熙岸;0;1
烟台;20181019;福山;万科;梨苑新城;0;0
烟台;20181019;福山;万科;富盛苑;9140;1
烟台;20181019;福山;万科;嘉福投资公寓;0;0
烟台;20181019;福山;万科;福海苑小区;0;0
烟台;20181019;福山;万科;青春100公寓;6367;2
烟台;20181019;福山;万科;一中教师公寓;6895;2
烟台;20181019;福山;福海路;星河城;9300;102
烟台;20181019;福山;福海路;香逸中央;9961;24
烟台;20181019;福山;福海路;美航花园;7541;32
烟台;20181019;福山;福海路;福海阳光花园;7260;27
烟台;20181019;福山;福海路;福利莱小区;7980;29
烟台;20181019;福山;福海路;天创国际城;5028;40
烟台;20181019;福山;福海路;德胜凯旋花园;9449;14
烟台;20181019;福山;福海路;丽景佳园;9216;15
烟台;20181019;福山;福海路;东方华府;10696;10
烟台;20181019;福山;福海路;北美枫情;8586;8
烟台;20181019;福山;福海路;梦马都;0;0
烟台;20181019;福山;福海路;寰宇小区;8163;17
烟台;20181019;福山;福海路;福海城;8244;1
烟台;20181019;福山;福海路;芙蓉花园;11527;6
烟台;20181019;福山;福海路;澳城苑;7831;1
烟台;20181019;福山;福海路;仁隆花园;7550;13
烟台;20181019;福山;福海路;福利莱仁和春天花园;11522;5
烟台;20181019;福山;福海路;同福小区;9008;12
烟台;20181019;福山;福海路;银座广场;0;0
烟台;20181019;福山;福海路;奥林峰情;8596;3
烟台;20181019;福山;福海路;上谷郡;9894;5
烟台;20181019;福山;福海路;积金山小区;8093;12
烟台;20181019;福山;福海路;雍和名邸;8131;2
烟台;20181019;福山;福海路;福景天地;10159;1
烟台;20181019;福山;福海路;御泰苑;0;0
烟台;20181019;福山;福海路;恒生小区;6987;15
烟台;20181019;福山;福海路;百旺花园;7481;11
烟台;20181019;福山;福海路;观月里小区;6910;7
烟台;20181019;福山;福海路;新城市;7285;0
烟台;20181019;福山;福海路;环宇小区;6002;0
烟台;20181019;福山;福海路;家属楼;8557;1
烟台;20181019;福山;福海路;县府街;6951;1
烟台;20181019;福山;福海路;民丰小区;8048;4
烟台;20181019;福山;福海路;怡馨华庭;0;0
烟台;20181019;福山;福海路;祥和苑小区;6834;1
烟台;20181019;福山;福海路;商业小区;7191;4
烟台;20181019;福山;福海路;城里街189号;6023;2
烟台;20181019;福山;福海路;生资宿舍新楼;7181;0
烟台;20181019;福山;福海路;民丰小区法院家属楼;8237;0
烟台;20181019;福山;福海路;交警之家;0;0
烟台;20181019;福山;福海路;电力职工之家;8106;2
烟台;20181019;福山;福海路;教育局家属院;0;1
烟台;20181019;福山;福海路;温馨家园;0;0
烟台;20181019;福山;福海路;福慧源;0;0
烟台;20181019;福山;福海路;三联影院;9776;0
烟台;20181019;福山;福海路;永安街小区;0;0
烟台;20181019;福山;福海路;百舸苑;0;0
烟台;20181019;福山;福海路;崇文街81号;0;0
烟台;20181019;福山;福海路;福城嘉苑;0;0
烟台;20181019;福山;福海路;新中新家属楼;0;0
烟台;20181019;福山;福海路;福山城西房地产公司住宅楼;0;0
烟台;20181019;福山;福海路;供销社住宅区;0;1
烟台;20181019;福山;福海路;五环小区;6926;1
烟台;20181019;福山;福海路;民丰路92-11号;0;0
烟台;20181019;福山;福海路;和平家电家属楼;0;2
烟台;20181019;福山;福海路;城里街130号;0;0
烟台;20181019;福山;福海路;福山区技工学校宿舍;0;0
烟台;20181019;福山;福海路;德胜商城;0;0
烟台;20181019;福山;福海路;民丰路门市;0;0
烟台;20181019;福山;福海路;民丰路门市;0;0
烟台;20181019;福山;福海路;供销社住宅区;0;1
烟台;20181019;福山;福海路;摩托车市场;0;0
烟台;20181019;福山;福海路;五金家电市场;0;0
烟台;20181019;福山;福海路;技校家属院;7378;1
烟台;20181019;福山;福海路;福海路1000号门市;0;0
烟台;20181019;福山;福海路;五环小区;6926;1
烟台;20181019;福山;松霞;银河名都;7437;9
烟台;20181019;福山;松霞;惠景文园;9591;3
烟台;20181019;福山;松霞;银河明珠;12741;3
烟台;20181019;福山;松霞;河滨小区;7371;28
烟台;20181019;福山;松霞;松霞新苑南小区;6535;2
烟台;20181019;福山;松霞;银河小区;8140;19
烟台;20181019;福山;松霞;松霞新苑北小区;9596;4
烟台;20181019;福山;松霞;三联小区;8887;3
烟台;20181019;福山;松霞;松霞新苑西小区;7686;2
烟台;20181019;福山;松霞;银河小区南区;0;0
烟台;20181019;福山;松霞;规划局家属楼;8322;0
烟台;20181019;福山;松霞;银河小区东华商住;0;1
烟台;20181019;福山;松霞;永安街园艺场家属楼;0;0
烟台;20181019;福山;松霞;松霞小区;0;0
烟台;20181019;福山;松霞;东华花园;9160;1
烟台;20181019;福山;松霞;福苑;0;0
烟台;20181019;福山;松霞;新苑南街;0;0
烟台;20181019;福山;松霞;松霞路90-10号门市;0;0
烟台;20181019;芝罘;上夼;上夼西路;12230;83
烟台;20181019;芝罘;上夼;南迎祥路;22282;96
烟台;20181019;芝罘;上夼;紫郡城;22032;7
烟台;20181019;芝罘;上夼;今日花园;17470;10
烟台;20181019;芝罘;上夼;华联新村;14849;4
烟台;20181019;芝罘;上夼;第一国际;13255;12
烟台;20181019;芝罘;上夼;四眼桥;11621;25
烟台;20181019;芝罘;上夼;奇山路;10519;27
烟台;20181019;芝罘;上夼;奇山东街;10142;18
烟台;20181019;芝罘;上夼;翡翠路;9732;21
烟台;20181019;芝罘;上夼;上夼东路;11145;14
烟台;20181019;芝罘;上夼;奇山西街;11399;31
烟台;20181019;芝罘;上夼;塔山西路;10791;8
烟台;20181019;芝罘;上夼;上山路小区;10389;18
烟台;20181019;芝罘;上夼;塔山明珠;15178;12
烟台;20181019;芝罘;上夼;塔山东路;11250;17
烟台;20181019;芝罘;上夼;泰然名居;12925;4
烟台;20181019;芝罘;上夼;南河南崖;11874;18
烟台;20181019;芝罘;上夼;奇山中街;9775;17
烟台;20181019;芝罘;上夼;宁海路;11671;8
烟台;20181019;芝罘;上夼;塔山中路;10857;4
烟台;20181019;芝罘;上夼;上塔路;10324;16
烟台;20181019;芝罘;上夼;伯爵山庄;0;1
烟台;20181019;芝罘;上夼;上夼大厦;8840;3
烟台;20181019;芝罘;上夼;上夼北里;8219;0
烟台;20181019;芝罘;上夼;上夼南山散盘;0;0
烟台;20181019;芝罘;上夼;上夼西路12至21号院;0;0
烟台;20181019;芝罘;上夼;中拓房地产开发公司商住楼;0;0
烟台;20181019;芝罘;上夼;第一国际96号;0;0
烟台;20181019;开发区;黄河路;银和怡海国奥天地;13150;18
烟台;20181019;开发区;黄河路;怡海翠庭;10713;5
烟台;20181019;开发区;黄河路;华明星海湾;13723;12
烟台;20181019;开发区;黄河路;静海小区;11328;13
烟台;20181019;开发区;黄河路;天和静海苑;12322;19
烟台;20181019;开发区;黄河路;宁海佳苑;11018;6
烟台;20181019;开发区;黄河路;静海阳光海岸;12361;5
烟台;20181019;开发区;黄河路;宁海小区;9873;10
烟台;20181019;开发区;黄河路;金桥碧海绿洲;13517;8
烟台;20181019;开发区;黄河路;振华海滨假日花园;10743;15
烟台;20181019;开发区;黄河路;海琴湾;14299;2
烟台;20181019;开发区;黄河路;广源天际;11201;5
烟台;20181019;开发区;黄河路;静海小区;13689;0
烟台;20181019;开发区;黄河路;玉财公寓;0;0
烟台;20181019;福山;首院;阳光首院;10593;33
烟台;20181019;福山;首院;东尚蓝湾;10568;15
烟台;20181019;福山;首院;天府花园小区;7950;10
烟台;20181019;福山;首院;华安家合人家;0;1
烟台;20181019;福山;首院;永福园;8204;6
烟台;20181019;福山;首院;百年华府;0;0
烟台;20181019;福山;首院;阳光新业花园;10772;0
烟台;20181019;福山;首院;永达福源里;0;0
烟台;20181019;福山;首院;玉森明珠;0;0
烟台;20181019;福山;首院;产业区管委家属楼;0;1
烟台;20181019;福山;首院;百年首府;0;0
烟台;20181019;福山;福山周边;东陌堂新区;7611;19
烟台;20181019;福山;福山周边;悦澜庭;0;0
烟台;20181019;福山;福山周边;福缘雅居;5187;3
烟台;20181019;福山;福山周边;乡村记忆·山水园;6432;14
烟台;20181019;福山;福山周边;东陌堂如画;8267;0
烟台;20181019;福山;福山周边;香逸湖畔;7495;0
烟台;20181019;福山;福山周边;金华家园;0;0
烟台;20181019;芝罘;白石;御金台;12010;17
烟台;20181019;芝罘;白石;雪玉花苑;9593;14
烟台;20181019;芝罘;白石;大成门;14146;4
烟台;20181019;芝罘;白石;白石新城;10097;9
烟台;20181019;芝罘;白石;银都新城市广场;10801;34
烟台;20181019;芝罘;白石;青年家园;12539;7
烟台;20181019;芝罘;白石;阳光丽景花园;12457;3
烟台;20181019;芝罘;白石;新海阳东街;8708;7
烟台;20181019;芝罘;白石;青年南路;8775;12
烟台;20181019;芝罘;白石;新海阳西街;8556;10
烟台;20181019;芝罘;白石;建城丽都;0;2
烟台;20181019;芝罘;白石;青年路;10023;8
烟台;20181019;芝罘;白石;白石路小区;8685;12
烟台;20181019;芝罘;白石;西山华庭;9070;1
烟台;20181019;芝罘;白石;新海阳北街;9105;10
烟台;20181019;芝罘;白石;青华街;9525;4
烟台;20181019;芝罘;白石;长德街;8844;4
烟台;20181019;芝罘;白石;建设路;10652;14
烟台;20181019;芝罘;白石;白兰街;8865;4
烟台;20181019;芝罘;白石;建设里小区;8339;3
烟台;20181019;芝罘;白石;新海阳街;10328;1
烟台;20181019;芝罘;白石;新林巷;8184;6
烟台;20181019;芝罘;白石;白春街;8948;4
烟台;20181019;芝罘;白石;双新公寓;12660;1
烟台;20181019;芝罘;白石;新普街;8567;1
烟台;20181019;芝罘;白石;新庆巷;9475;2
烟台;20181019;芝罘;白石;只楚路付6号;10099;0
烟台;20181019;芝罘;白石;白菊街;9050;1
烟台;20181019;芝罘;白石;新石南路;8455;4
烟台;20181019;芝罘;白石;白梅街;9115;0
烟台;20181019;芝罘;白石;白秋街;8881;2
烟台;20181019;芝罘;白石;白夏街;9173;0
烟台;20181019;芝罘;白石;新光街;0;1
烟台;20181019;芝罘;白石;长虹街;8676;0
烟台;20181019;芝罘;白石;白竹街;8789;1
烟台;20181019;芝罘;白石;新照街;8498;0
烟台;20181019;芝罘;白石;新兴街;8400;2
烟台;20181019;芝罘;白石;白冬街;9523;2
烟台;20181019;芝罘;白石;新成街;9860;0
烟台;20181019;芝罘;白石;青平街;0;0
烟台;20181019;芝罘;白石;白行街;0;0
烟台;20181019;芝罘;白石;长青街;8304;2
烟台;20181019;芝罘;白石;长立街;8234;1
烟台;20181019;芝罘;白石;新石路;0;0
烟台;20181019;芝罘;白石;双新公寓南区;0;0
烟台;20181019;芝罘;白石;嘉德大厦;0;0
烟台;20181019;芝罘;魁玉路;魁玉花园;13807;5
烟台;20181019;芝罘;魁玉路;桦林·颐和苑;11058;22
烟台;20181019;芝罘;魁玉路;富甲小区;11977;16
烟台;20181019;芝罘;魁玉路;桦林新区;10061;23
烟台;20181019;芝罘;魁玉路;福兴佳苑;9692;16
烟台;20181019;芝罘;魁玉路;华新小区;10986;10
烟台;20181019;芝罘;魁玉路;青春丽舍;6184;9
烟台;20181019;芝罘;魁玉路;天赐椿城二期欢乐颂;0;0
烟台;20181019;芝罘;魁玉路;下曲家;8199;10
烟台;20181019;芝罘;魁玉路;傅家;0;0
烟台;20181019;芝罘;魁玉路;天赐椿城一期嘀嗒;9762;0
烟台;20181019;芝罘;魁玉路;桦林彩雲城;0;0
烟台;20181019;芝罘;魁玉路;德馨園一期爱上家;0;0
烟台;20181019;芝罘;魁玉路;天伦嘉园柠檬派;0;0
烟台;20181019;芝罘;魁玉路;烟台毅德城;0;0
烟台;20181019;芝罘;魁玉路;天伦嘉园;0;1
烟台;20181019;芝罘;魁玉路;鲁玉街;10210;0
烟台;20181019;芝罘;南通路;通世里;16361;44
烟台;20181019;芝罘;南通路;翡翠明珠;0;0
烟台;20181019;芝罘;南通路;青翠里;20279;15
烟台;20181019;芝罘;南通路;翠苑里;19770;3
烟台;20181019;芝罘;南通路;红旗里;19559;10
烟台;20181019;芝罘;南通路;环翠路;18216;10
烟台;20181019;芝罘;南通路;环翠里;19083;13
烟台;20181019;芝罘;南通路;通世路;14889;2
烟台;20181019;芝罘;黄务;山语世家;18256;10
烟台;20181019;芝罘;黄务;保利紫薇郡;17877;6
烟台;20181019;芝罘;黄务;三和绿景小区;12154;22
烟台;20181019;芝罘;黄务;金苹果公寓;9445;15
烟台;20181019;芝罘;黄务;柏林春天;10723;1
烟台;20181019;芝罘;黄务;香槟小镇;15022;10
烟台;20181019;芝罘;黄务;三和家苑;8746;10
烟台;20181019;芝罘;黄务;逸城山色;0;0
烟台;20181019;芝罘;黄务;寰辰佳苑;11357;8
烟台;20181019;芝罘;黄务;山语城;0;0
烟台;20181019;芝罘;黄务;黄务卧龙小区;9442;19
烟台;20181019;芝罘;黄务;红星国际广场;0;2
烟台;20181019;芝罘;黄务;金象泰吉祥家园;0;1
烟台;20181019;芝罘;黄务;香槟小镇2期;9418;1
烟台;20181019;芝罘;黄务;馨逸家园;0;1
烟台;20181019;芝罘;黄务;昊佳花苑;0;0
烟台;20181019;芝罘;黄务;黄务中学家属楼;8473;6
烟台;20181019;芝罘;黄务;鑫凤家苑小区;11105;5
烟台;20181019;芝罘;黄务;坤宇南街;9629;7
烟台;20181019;芝罘;黄务;篆山小区;10417;3
烟台;20181019;芝罘;黄务;锦绣新天地;0;0
烟台;20181019;芝罘;黄务;黄务教学家属楼;0;0
烟台;20181019;芝罘;黄务;东方盛景;0;0
烟台;20181019;芝罘;黄务;坤宇佳苑;10010;5
烟台;20181019;芝罘;黄务;798公馆;0;0
烟台;20181019;芝罘;黄务;爱汀堡;0;0
烟台;20181019;芝罘;黄务;香槟小镇状元府;0;0
烟台;20181019;芝罘;黄务;隆中路;0;0
烟台;20181019;芝罘;黄务;育林路2号附1-20号;0;0
烟台;20181019;芝罘;黄务;朱家疃;9974;1
烟台;20181019;芝罘;黄务;隆中路6号;0;0
烟台;20181019;芝罘;黄务;鑫龙家苑;18447;0
烟台;20181019;芝罘;黄务;地矿家园;0;1
烟台;20181019;芝罘;黄务;育林路6号;0;0
烟台;20181019;芝罘;黄务;富鑫街;0;1
烟台;20181019;芝罘;黄务;隆南路;0;1
烟台;20181019;芝罘;黄务;山语墅;0;0
烟台;20181019;芝罘;黄务;现代国际新城;0;0
烟台;20181019;芝罘;黄务;万润城;0;0
烟台;20181019;开发区;北京中路;越秀星汇金沙;9712;38
烟台;20181019;开发区;北京中路;金桥澎湖湾;9430;30
烟台;20181019;开发区;北京中路;中建悦海和园;10643;11
烟台;20181019;开发区;北京中路;黄金家园;9409;13
烟台;20181019;开发区;北京中路;富力湾;0;0
烟台;20181019;开发区;北京中路;中建悦海和园北区;8137;5
烟台;20181019;开发区;北京中路;招商马尔贝拉;11261;10
烟台;20181019;开发区;北京中路;中建洋房壹号;0;3
烟台;20181019;莱山;大学城;南山世纪华府;15752;67
烟台;20181019;莱山;大学城;南山世纪华庭;11344;76
烟台;20181019;莱山;大学城;海洋花园;14750;12
烟台;20181019;莱山;大学城;南山世纪星海湾;14162;11
烟台;20181019;莱山;大学城;清泉寨城中区;14829;20
烟台;20181019;莱山;大学城;万象城六区;19203;0
烟台;20181019;莱山;大学城;万象城九区;17161;0
烟台;20181019;莱山;大学城;万象城一区;17635;0
烟台;20181019;莱山;大学城;万光小区;13618;25
烟台;20181019;莱山;大学城;万象城;18381;56
烟台;20181019;莱山;大学城;清泉康乐宫;13606;10
烟台;20181019;莱山;大学城;烟台华润中心;16709;11
烟台;20181019;莱山;大学城;埠岚小区;15207;2
烟台;20181019;莱山;大学城;清泉寨城北区;12904;11
烟台;20181019;莱山;大学城;银和怡海天越湾;14837;25
烟台;20181019;莱山;大学城;清泉文苑;14416;7
烟台;20181019;莱山;大学城;橡树湾;6603;2
烟台;20181019;莱山;大学城;明珠花园;21797;7
烟台;20181019;莱山;大学城;清泉寨城南区;13172;8
烟台;20181019;莱山;大学城;清泉鑫卉花园;15457;5
烟台;20181019;莱山;大学城;祥隆上市里;0;0
烟台;20181019;莱山;大学城;清泉观海苑;47221;0
烟台;20181019;莱山;大学城;泉韵海景苑;13033;0
烟台;20181019;莱山;大学城;烟台华润中心;0;2
烟台;20181019;莱山;大学城;米拉公寓;0;0
烟台;20181019;莱山;大学城;万象城五区;0;0
烟台;20181019;莱山;大学城;城南西街;0;0
烟台;20181019;莱山;大学城;清泉寨别墅区;27983;1
烟台;20181019;莱山;大学城;搜酷城商铺;0;0
烟台;20181019;莱山;大学城;糖果社区;0;0
烟台;20181019;莱山;大学城;泉水坊;0;0
烟台;20181019;莱山;大学城;烟台大学公安处;0;0
